ID,pName,tradePrice,actualPrice,salePrice,brand,productLine,rating,technicalDetail,url
000273, iQOO Neo 7 Pro ,,,,Tin đồn - Mới ra,Vivo,,"[{'title': 'Kích thước màn hình', 'value': '6.78 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Tính năng màn hình', 'value': 'Tần số quét màn hình 120 Hz.'}, {'title': 'Loại màn hình', 'value': 'Màn hình'}, {'title': 'Camera sau', 'value': '50 MP\nCamera góc siêu rộng 8 MP\nCamera macro: 2 MP'}, {'title': 'Camera trước', 'value': '16 MP'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Hệ điều hành', 'value': 'Android 13'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 120 W'}, {'title': 'Pin', 'value': '5.000 mAh'}, {'title': 'Chipset', 'value': 'Qualcomm Snapdragon 8+ Gen 1'}, {'title': 'Loại CPU', 'value': 'GPU Adreno 730'}]",https://cellphones.com.vn/vivo-iqoo-neo-7-pro.html
000274, vivo Y22 ,,,,Tin đồn - Mới ra,Y Series,,"[{'title': 'Kích thước màn hình', 'value': '6.44 inches'}, {'title': 'Công nghệ màn hình', 'value': 'IPS LCD'}, {'title': 'Độ phân giải màn hình', 'value': '720 x 1600 pixel'}, {'title': 'Kiểu màn hình', 'value': 'Giọt nước'}, {'title': 'Camera trước', 'value': '8 MP'}, {'title': 'Dung lượng RAM', 'value': '4 GB'}, {'title': 'Bộ nhớ trong', 'value': '64 GB'}, {'title': 'Hệ điều hành', 'value': 'Android 12'}, {'title': 'Công nghệ sạc', 'value': 'sạc nhanh 18 W'}, {'title': 'Pin', 'value': '5.000 mAh'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay cạnh bên'}, {'title': 'Tính năng đặc biệt', 'value': 'Bảo mật vân tay'}, {'title': 'GPU', 'value': 'IMG PowerVR GE8320'}]",https://cellphones.com.vn/vivo-y22.html
000275, Google Pixel 4a ,,,,Tin đồn - Mới ra,Điện thoại Google Pixel,,"[{'title': 'Kích thước màn hình', 'value': '5.8 inches'}, {'title': 'Công nghệ màn hình', 'value': 'OLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2340 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': 'Kính cường lực Corning Gorilla Glass 3\nMàn hình luôn bật'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 12,2MP, f/1,7, 27mm, 1 / 2,55"", 1,4µm, PDAF pixel kép, OIS'}, {'title': 'Tính năng camera', 'value': 'Đèn flash LED, Pixel Shift, Auto-HDR, ảnh toàn cảnh'}, {'title': 'Quay video', 'value': '4K@30fps, 1080p@30/60/120fps\nCon quay hồi chuyển EIS'}, {'title': 'Camera trước', 'value': 'Camera góc rộng: 8MP, f/2.0, 24mm, 1.12µm'}, {'title': 'Quay video trước', 'value': '1080p@30fps'}, {'title': 'Dung lượng RAM', 'value': '6 GB'}, {'title': 'Bộ nhớ trong', 'value': '128 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Thẻ SIM', 'value': 'Nano-SIM + eSIM'}, {'title': 'Hệ điều hành', 'value': 'Android 10'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '4G'}, {'title': 'Wi-Fi', 'value': '802.11 a / b / g / n / ac, băng tần kép, Wi-Fi Direct, DLNA, điểm phát sóng'}, {'title': 'GPS', 'value': 'GPS, GLONASS, GALILEO, QZSS, BDS'}, {'title': 'Bluetooth', 'value': '5.0, A2DP, LE, aptX HD'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 18W\nUSB Power Delivery 2.0'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '3140 mAh'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay mặt lưng'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Chipset', 'value': 'Qualcomm SDM730 Snapdragon 730G (8 nm)'}, {'title': 'Loại CPU', 'value': '2x2,2 GHz Kryo 470 Gold và 6x1,8 GHz Kryo 470 Silver'}, {'title': 'GPU', 'value': 'Adreno 618'}, {'title': 'Kích thước', 'value': '144 x 69,4 x 8,2 mm'}, {'title': 'Trọng lượng', 'value': '143 g'}]",https://cellphones.com.vn/google-pixel-4a.html
000276, Google Pixel 3 ,,,,Tin đồn - Mới ra,Điện thoại Google Pixel,,"[{'title': '', 'value': ''}, {'title': '', 'value': ''}, {'title': '', 'value': '1080 x 2160 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': 'Kính cường lực Corning Gorilla Glass 5\nMàn hình luôn bật'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 12,2 MP, f/1.8, 28mm, 1 / 2.55 "", 1.4µm, PDAF pixel kép, OIS'}, {'title': 'Tính năng camera', 'value': 'Đèn flash LED kép, Pixel Shift, Auto-HDR, ảnh toàn cảnh'}, {'title': 'Quay video', 'value': '4K@30fps, 1080p@30/60/120fps\n1080p @ 30fps (gyro-EIS)'}, {'title': 'Camera trước', 'value': 'Camera góc rộng: 8 MP, f/1.8, 28 mm, PDAF\nCamera góc siêu rộng: 8 MP, f/2.2, 19 mm, không có AF'}, {'title': 'Quay video trước', 'value': '1080p@30fps'}, {'title': 'Dung lượng RAM', 'value': '4 GB'}, {'title': 'Bộ nhớ trong', 'value': '64 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Thẻ SIM', 'value': 'Nano-SIM + eSIM'}, {'title': 'Hệ điều hành', 'value': 'Android 9.0 (Pie), có thể nâng cấp lên Android 12'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '4G'}, {'title': 'Wi-Fi', 'value': '802.11 a / b / g / n / ac, băng tần kép, Wi-Fi Direct, DLNA, điểm phát sóng'}, {'title': 'GPS', 'value': 'GPS, GLONASS, BDS, GALILEO'}, {'title': 'Bluetooth', 'value': '5.0, A2DP, LE, aptX HD'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Kích thước', 'value': '145,6 x 68,2 x 7,9 mm'}, {'title': 'Trọng lượng', 'value': '148 g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 18W\nUSB Power Delivery 2.0\nSạc không dây'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '2915 mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP68'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay cạnh bên'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}]",https://cellphones.com.vn/google-pixel-3.html
000277, Samsung Galaxy A55 ,,,,Samsung,Galaxy A,,"[{'title': 'Kích thước màn hình', 'value': '6.5 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2400 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': 'Tần số quét 90 Hz, mật độ điểm ảnh 396 ppi, kính cường lực Corning Gorilla Glass.'}, {'title': 'Camera sau', 'value': 'Camera chính: 48 MP, f/1.8\nCamera macro: 2 MP, f/2.4\nCamera đo độ sâu: 2 MP, f/2.4'}, {'title': 'Camera trước', 'value': '8 MP, f/2.0.'}, {'title': 'Dung lượng RAM', 'value': '4 GB'}, {'title': 'Bộ nhớ trong', 'value': '128 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 30 W.'}, {'title': 'Pin', 'value': '4.500 mAh'}, {'title': 'Chipset', 'value': 'Snapdragon 765G.'}]",https://cellphones.com.vn/samsung-galaxy-a55.html
000278, Vivo X90 Pro Plus ,,,,Tin đồn - Mới ra,Vivo,,"[{'title': 'Kích thước màn hình', 'value': '6.78 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1440 x 3200 pixels (QHD+)'}, {'title': 'Tính năng màn hình', 'value': '1 tỷ màu, 120Hz, Dolby Vision, HDR10+, 1800 nits'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 50.3MP, f/1.8, 23mm, 1.6µm, Dual Pixel PDAF, Laser AF, OIS\nTele kính tiềm vọng: 64MP, f/3.5, 90mm, 0.7µm, PDAF, OIS, 3.5x optical zoom\nCamera chụp xa: 50MP, f/1.6, 50mm, 0,7µm, AF, zoom quang 2x, OIS 48\nCamera góc siêu rộng:'}, {'title': 'Tính năng camera', 'value': 'Hệ thống quang học Zeiss, lớp phủ ống kính Zeiss T*, Pixel Shift, đèn flash hai tông màu LED kép, HDR, toàn cảnh'}, {'title': 'Quay video', 'value': '8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS, 14-bit RAW video'}, {'title': 'Camera trước', 'value': 'Camera góc rộng: 32MP, f/2.5, 24mm, 1/2.8"", 0.8µm'}, {'title': 'Quay video trước', 'value': '1080p@30/60fps'}, {'title': 'Dung lượng RAM', 'value': '12 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 13'}, {'title': 'Hồng ngoại', 'value': 'Có'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': '802.11 a/b/g/n/ac/6'}, {'title': 'GPS', 'value': 'GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS'}, {'title': 'Bluetooth', 'value': 'v5.3'}, {'title': 'Chất liệu khung viền', 'value': 'Nhôm'}, {'title': 'Kích thước', 'value': '164,4 x 75,3 x 9,7 mm'}, {'title': 'Trọng lượng', 'value': '221 g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc có dây 80W\nSạc không dây 50W\nSạc có dây đảo ngược'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '4700 mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP68'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}]",https://cellphones.com.vn/vivo-x90-pro-plus.html
000279, iPhone 16 Pro Max ,,,,Tin đồn - Mới ra,Apple,,[],https://cellphones.com.vn/iphone-16-pro-max.html
000280, Google Pixel 6a ,,,,Tin đồn - Mới ra,Điện thoại Google Pixel,,"[{'title': 'Kích thước màn hình', 'value': '6.1 inches'}, {'title': 'Công nghệ màn hình', 'value': 'OLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2400 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': 'Kính cường lực Corning Gorilla Glass 3\nMàn hình luôn bật'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 12,2MP, f/1.7, 27mm, 1 / 2.55 "", 1.4µm, PDAF pixel kép, OIS\nCamera góc siêu rộng: 12MP, f/2.2, 17mm, 114˚, 1.25µm'}, {'title': 'Tính năng camera', 'value': 'Đèn flash LED kép, Pixel Shift, Auto-HDR, ảnh toàn cảnh'}, {'title': 'Quay video', 'value': '4K@30/60fps, 1080p@30/60/120/240fps\nCon quay hồi chuyển EIS'}, {'title': 'Camera trước', 'value': 'Camera góc rộng: 8MP, f/2.0, 24mm, 1.12µm'}, {'title': 'Quay video trước', 'value': '1080p@30fps'}, {'title': 'Dung lượng RAM', 'value': '6 GB'}, {'title': 'Bộ nhớ trong', 'value': '128 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Thẻ SIM', 'value': 'Nano-SIM + eSIM'}, {'title': 'Hệ điều hành', 'value': 'Android 12'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': '802.11 a / b / g / n / ac / 6e, băng tần kép, Wi-Fi Direct, điểm phát sóng'}, {'title': 'GPS', 'value': 'GPS, GLONASS, GALILEO, QZSS'}, {'title': 'Bluetooth', 'value': '5.2, A2DP, LE'}, {'title': 'Chất liệu mặt lưng', 'value': 'Nhựa'}, {'title': 'Kích thước', 'value': '152,2 x 71,8 x 8,9 mm'}, {'title': 'Trọng lượng', 'value': '178 g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 18W\nUSB Power Delivery 3.0'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '4410 mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP67'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}]",https://cellphones.com.vn/google-pixel-6-a.html
000281, Huawei P60 ,,,,Tin đồn - Mới ra,Huawei,,"[{'title': 'Kích thước màn hình', 'value': '6.66 inches'}, {'title': 'Công nghệ màn hình', 'value': 'LTPO AMOLED'}, {'title': 'Tính năng màn hình', 'value': '1 tỷ màu, Tần số quét 120Hz'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 48 MP, f/1.4-f/4.0, 25mm, PDAF, Laser AF, OIS\nTele kính tiềm vọng: 12 MP, f/3.4, 125mm, PDAF, OIS, 5x optical zoom\nCamera góc siêu rộng:13 MP, f/2.2, 13mm'}, {'title': 'Tính năng camera', 'value': 'Đèn flash LED, HDR, toàn cảnh'}, {'title': 'Quay video', 'value': '4K@30/60fps, 1080p@30/60fps, 1080p@960fps; gyro-EIS'}, {'title': 'Camera trước', 'value': 'Camera góc siêu rộng: 13 MP, f/2.4'}, {'title': 'Quay video trước', 'value': '4K@30fps, 1080p@30fps'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '128 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Có'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'HarmonyOS 3.1'}, {'title': 'Hồng ngoại', 'value': 'Có'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '4G'}, {'title': 'Wi-Fi', 'value': '802.11 a/b/g/n/ac/6'}, {'title': 'GPS', 'value': 'GPS (L1+L5), GLONASS (B1I+B1c+B2a), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC'}, {'title': 'Bluetooth', 'value': 'v5.2'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 66W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '4815 mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP68'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Chipset', 'value': 'Snapdragon 8+ Gen 1 4G (4 nm)'}, {'title': 'Loại CPU', 'value': '1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510'}, {'title': 'GPU', 'value': 'Adreno 730'}]",https://cellphones.com.vn/huawei-p60.html
000282, Redmi K60 ,,,,Tin đồn - Mới ra,Xiaomi,,"[{'title': 'Kích thước màn hình', 'value': '6.66 inches'}, {'title': 'Công nghệ màn hình', 'value': 'OLED'}, {'title': 'Độ phân giải màn hình', 'value': '1440 x 3200 pixels (QHD+)'}, {'title': 'Tính năng màn hình', 'value': '68 tỷ màu\nTần số quét 120Hz, Dolby Vision, HDR10+, 1400 nits'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 64MP, f/1.8, 1/2"", 0,7µm, PDAF, OIS\nCamera góc siêu rộng: 8MP, 120˚, 1/4"", 1,12µm\nCamera macro: 2MP, f/2.4'}, {'title': 'Tính năng camera', 'value': 'Đèn flash hai tông màu LED kép, HDR, toàn cảnh'}, {'title': 'Quay video', 'value': '8K@24fps, 4K@30/60fps, 1080p@30/60/120/240/960fps, 720p@1920fps'}, {'title': 'Camera trước', 'value': 'Camera góc rộng: 16MP, 1/3.06"", 1.0µm'}, {'title': 'Quay video trước', 'value': '1080p@30/60/120fps'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '128 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 13'}, {'title': 'Hồng ngoại', 'value': 'Có'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': '802.11 a/b/g/n/ac/6e'}, {'title': 'GPS', 'value': 'GPS (L1), GLONASS (G1), BDS (B1I+B1c), GALILEO (E1), QZSS (L1)'}, {'title': 'Bluetooth', 'value': 'v5.3'}, {'title': 'Công nghệ sạc', 'value': 'Sạc có dây 67W\nSạc không dây 30W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '5500 mAh'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Chipset', 'value': 'MediaTek và Snapdragon 4 nm'}, {'title': 'Loại CPU', 'value': '1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510'}, {'title': 'GPU', 'value': 'Adreno 730'}, {'title': 'Kích thước', 'value': '162,8 x 75,4 x 8,6 mm'}, {'title': 'Trọng lượng', 'value': '199 g'}]",https://cellphones.com.vn/xiaomi-redmi-k60.html
000283, Lenovo Xiaoxin Pad Pro 2022 ,,,,Hãng khác,Lenovo,,"[{'title': 'Kích thước màn hình', 'value': '11.2 inches'}, {'title': 'Công nghệ màn hình', 'value': 'OLED'}, {'title': 'Độ phân giải màn hình', 'value': '1536 x 2560 pixels'}, {'title': 'Tính năng màn hình', 'value': '120 Hz, 600 nits, HDR10+, Dolby Vision, độ phân giải 2.5K'}, {'title': 'Camera sau', 'value': '13 MP'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '128 GB'}, {'title': 'Hệ điều hành', 'value': 'Android 12, ZUI 14'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kim loại'}, {'title': 'Chất liệu khung viền', 'value': 'Kim loại'}, {'title': 'Trọng lượng', 'value': '480g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 68 W'}, {'title': 'Pin', 'value': '8.200 mAh'}, {'title': 'Chipset', 'value': 'MediaTek Kompanio 1300T (6 nm)'}, {'title': 'Loại CPU', 'value': '4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55'}, {'title': 'GPU', 'value': 'Mali-G77 MC9'}]",https://cellphones.com.vn/lenovo-xiaoxin-pad-pro-2022.html
000284, OnePlus 9 Pro ,,,,OnePlus,,,"[{'title': 'Kích thước màn hình', 'value': '6.7 inches'}, {'title': 'Công nghệ màn hình', 'value': 'Fluid AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1440 x 3216 pixels (QHD+)'}, {'title': 'Tính năng màn hình', 'value': 'Tần số quét 120Hz, HDR10+, độ sáng màn hình 1300 nits'}, {'title': 'Camera sau', 'value': 'Camera chính: 48 MP, f/1.8\nCamera tele: 8 MP, f/2.4\nCamera góc siêu rộng: 50 MP, f/2.2\nCamera đơn sắc: 2 MP, f/2.4'}, {'title': 'Quay video', 'value': '8K@30fps, 4K@30/60/120fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS'}, {'title': 'Camera trước', 'value': '16 MP, f/2.4'}, {'title': 'Quay video trước', 'value': '8K@30fps, 4K@30/60/120fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS'}, {'title': 'Dung lượng RAM', 'value': '12 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 11, OxygenOS 11.2.7.7'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': 'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA, hotspot'}, {'title': 'GPS', 'value': 'A-GPS, GLONASS, BDS, GALILEO, SBAS'}, {'title': 'Bluetooth', 'value': '5.2, A2DP, LE, aptX HD'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': 'Li-Po 4500 mAh'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Chipset', 'value': 'Snapdragon 888 5G (5 nm)'}, {'title': 'Loại CPU', 'value': '1x2.84 GHz Kryo 680 & 3x2.42 GHz Kryo 680 & 4x1.80 GHz'}, {'title': 'GPU', 'value': 'Adreno 660'}, {'title': 'Kích thước', 'value': '163.2 x 73.6 x 8.7 mm'}, {'title': 'Trọng lượng', 'value': '197 g'}]",https://cellphones.com.vn/oneplus-9-pro.html
000285, Honor Magic 2 ,,2000000,,Tin đồn - Mới ra,Huawei,5.0/5,"[{'title': 'Kích thước màn hình', 'value': '6.39 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED, cảm ứng điện dung, 16 triệu màu'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2340 pixels (FullHD+)'}, {'title': 'Camera sau', 'value': '3 Camera (16 MP, f/1.8, PDAF + 16 MP, f/2.2 + 24 MP B/W, f/1.8)'}, {'title': 'Quay video', 'value': '2160p@30fps, 1080p@30fps, 720p@480fps'}, {'title': 'Camera trước', 'value': '3 Camera (16 MP, f/2.0 + 2 MP, f/2.4 + 2 MP, f/2.4)'}, {'title': 'Bộ nhớ trong', 'value': '128 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Magic UI 2.0'}, {'title': 'Wi-Fi', 'value': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'}, {'title': 'GPS', 'value': 'A-GPS, GLONASS, BDS, GALILEO, QZSS'}, {'title': 'Bluetooth', 'value': '5.0, A2DP, aptX HD, LE'}, {'title': 'Pin', 'value': 'Li-Po 3500 mAh'}, {'title': 'Chipset', 'value': 'HiSilicon Kirin 980 (7 nm)'}, {'title': 'Loại CPU', 'value': '8 nhân (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)'}, {'title': 'GPU', 'value': 'Mali-G76 MP10'}, {'title': 'Cảm biến', 'value': 'Face ID, cảm biến vân tay, cảm biến gia tốc, con quay hồi chuyển, cảm biến tiệm cận, con quay hồi chuyển'}, {'title': 'Kích thước', 'value': '157.3 x 75.1 x 8.3 mm'}, {'title': 'Trọng lượng', 'value': '206 g'}]",https://cellphones.com.vn/honor-magic-2.html
000286, Nothing Phone 2 ,,,,Nothing Phone,,,"[{'title': 'Kích thước màn hình', 'value': '6.55 inches'}, {'title': 'Công nghệ màn hình', 'value': 'OLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2400 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': 'Tần số quét 120Hz\n1 tỷ màu, HDR10+, 500 nits (typ), 950 nits (tối đa)\nCorning Gorilla Glass 6'}, {'title': 'Loại màn hình', 'value': 'Màn hình'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 108 MP, f/1.9, 24mm, PDAF, OIS\nCamera góc siêu rộng: 20 MP, f/2.2, 114˚\nCamera macro: 2 MP f/2.2'}, {'title': 'Tính năng camera', 'value': 'LED flash, panorama, HDR'}, {'title': 'Quay video', 'value': '4K@30fps, 1080p@30/60fps, gyro-EIS, live HDR'}, {'title': 'Camera trước', 'value': '16 MP'}, {'title': 'Quay video trước', 'value': '1080p@30fps'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 13'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 44W'}, {'title': 'Pin', 'value': '5000 mAh'}, {'title': 'Chipset', 'value': 'Snapdragon 8 Gen 2 (4 nm)'}, {'title': 'Loại CPU', 'value': '1x3.2 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz'}, {'title': 'GPU', 'value': 'Adreno 740'}]",https://cellphones.com.vn/nothing-phone-2.html
